Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight
MIA98FA112,03/30/1998,"FORT LAUDERDALE, FL",United States,26.1224386,-80.1373174,FLL,FT. LAUDERDALE/HOLLYWOOD,Non-Fatal,Minor,CFRYS,Boeing,727,NSCH,(DBA: ROYAL AIRLINES),0,3,177,VMC,TAKEOFF
FTW97IA161,04/20/1997,"HOUSTON, TX",United States,29.7604267,-95.3698028,IAH,HOUSTON INTERCONTINENTAL,Incident,Minor,PHBUL,Boeing,747,SCHD,(DBA: ROYAL DUTCH AIRLINES),0,0,299,VMC,TAXI
FTW99LA207,06/25/1999,"LAFAYETTE, LA",United States,30.2240897,-92.0198427,,,Non-Fatal,,N650SW,Boeing,737,SCHD,(DBA: SOUTHWEST AIRLINES),0,1,141,IMC,CRUISE
NYC95IA192,08/14/1995,"JAMAICA, NY",United States,40.702677,-73.7889689,,,Incident,Minor,N603FF,Boeing,747,SCHD,(DBA: TOWER AIR),0,0,436,VMC,CLIMB
IAD96IA098,06/17/1996,"JAMAICA, NY",United States,40.702677,-73.7889689,JFK,JFK INTERNATIONAL,Incident,Minor,N606FF,Boeing,747,SCHD,(DBA: TOWER AIR),0,0,414,VMC,CRUISE
NYC96IA169,08/15/1996,"HOWARD BEACH, NY",United States,40.6571222,-73.8429989,,,Incident,Minor,N24343,Boeing,727,SCHD,(DBA: TWA),0,0,112,VMC,APPROACH
CHI97FA030,11/18/1996,"GRAND RAPIDS, MI",United States,42.9633599,-85.6680863,GRR,KENT COUNTY INTERNATIONAL,Non-Fatal,,N9038U,Boeing,737,SCHD,(DBA: UNITED AIR LINES),0,1,84,VMC,DESCENT
CHI95IA119,04/07/1995,"CHICAGO, IL",United States,41.8781136,-87.6297982,ORD,O'HARE INT'L AIRPORT,Incident,Minor,N9090U,Boeing,737,SCHD,(DBA: UNITED AIR LINES),0,0,116,VMC,TAKEOFF
CHI00LA269,07/31/2000,"CHICAGO, IL",United States,41.8781136,-87.6297982,,,Non-Fatal,,N313UA,Boeing,737,SCHD,(DBA: UNITED AIRLINES),0,1,117,VMC,DESCENT
LAX97IA243,07/14/1997,"ONTARIO, CA",United States,34.0633443,-117.6508876,ONT,ONTARIO INTERNATIONAL,Incident,,N956UA,Boeing,737,SCHD,(DBA: UNITED AIRLINES),0,0,113,VMC,APPROACH
CHI99LA184,06/11/1999,"MADISON, WI",United States,43.0730517,-89.4012302,,,Non-Fatal,,N781UA,Boeing,777,SCHD,(DBA: UNITED AIRLINES),0,1,287,VMC,DESCENT
CHI98IA164,05/18/1998,"MINNEAPOLIS, MN",United States,44.977753,-93.2650108,,,Incident,,N675UP,Boeing,747,NSCH,(DBA: UPS),0,0,3,UNK,CRUISE
IAD99IA059,08/23/1999,"WASHINGTON, DC",United States,38.9071923,-77.0368707,DCA,RON REAGAN NATIONAL ARPT,Incident,Minor,N926TS,Boeing,727,SCHD,(DBA: US AIRWAYS),0,0,171,VMC,TAXI
NYC98LA193,09/27/1998,"ISLIP, NY",United States,40.7298207,-73.2103934,ISP,LONG ISLAND MACARTHUR,Non-Fatal,Minor,N810EX,Bombardier,DHC-8,SCHD,(DBA: USAIRWAYS EXPRESS),0,1,24,VMC,APPROACH
DCA08MA076,06/28/2008,"San Francisco, CA",United States,37.7749295,-122.4194155,SFO,San Francisco International,Non-Fatal,Destroyed,N799AX,Boeing,767,NSCH,ABX Air (DBA: DHL),0,0,2,,STANDING
FTW97IA119,03/10/1997,"DFW AIRPORT, TX",United States,32.8998091,-97.0403352,DFW,DFW INTERNATIONAL,Incident,Minor,N909PG,Boeing,727,NSCH,AEROMEXPRESS,0,0,4,VMC,TAKEOFF
LAX07IA198,06/29/2007,"Los Angeles, CA",United States,34.0522342,-118.2436849,LAX,LOS ANGELES INTL,Incident,Minor,B-2470,Boeing,747,SCHD,Air China,0,0,237,VMC,TAKEOFF
NYC08LA062A,12/14/2007,"New York, NY",United States,40.658333,-73.786666,JFK,John F. Kennedy International,Non-Fatal,Substantial,B-2477,Boeing,747,SCHD,Air China Airlines,0,0,5,IMC,TAXI
LAX06FA063,12/19/2005,"Los Angeles, CA",United States,33.9425,-118.413333,KLAX,Los Angeles Intl,Non-Fatal,Substantial,VT-AIM,Boeing,747,SCHD,Air India,0,0,273,VMC,TAKEOFF
MIA96LA108,03/20/1996,"JACKSONVILLE, FL",United States,30.3321838,-81.655651,JAX,JACKSONVILLE INTL,Non-Fatal,Substantial,EICLK,Boeing,737,SCHD,"AIR SOUTH AIRLINES, INC.",0,0,62,VMC,TAKEOFF
ATL95IA043,01/19/1995,"ATLANTA, GA",United States,33.7489954,-84.3879824,ATL,HARTSFIELD ATLANTA INTL.,Incident,Minor,N4515W,Boeing,737,SCHD,"AIR SOUTH, INC.",0,0,28,IMC,LANDING
ERA10LA041,10/26/2009,"Pleasant Grove, NC",United States,36.894444,-76.201111,,,Non-Fatal,,N935AT,Boeing,717,SCHD,Air Tran Airways,0,1,120,VMC,DESCENT
NYC03FA067,03/26/2003,"Flushing, NY",United States,40.777778,-73.875556,LGA,LaGuardia Airport,Non-Fatal,Minor,N957AT,Boeing,717,SCHD,Air Tran Airways,0,1,60,VMC,APPROACH
ERA09LA488,08/27/2009,"Inverness, FL",United States,29,-82.9,,,Non-Fatal,,N994AT,Boeing,717,SCHD,Airtran Airways (DBA: Airtran Airways),0,1,85,IMC,CLIMB
DCA99MA007,11/01/1998,"ATLANTA, GA",United States,33.7489954,-84.3879824,ATL,WILLIAM B HARTSFIELD INTL,Non-Fatal,Substantial,EICJW,Boeing,737,SCHD,AIRTRAN AIRWAYS INC,0,0,92,VMC,CLIMB
ATL04IA085,03/05/2004,"Atlanta, GA",United States,33.640277,-84.085277,ATL,THE WILLIAM B HARTSFIELD ATLAN,Incident,,N978AT,Boeing,717,SCHD,AIRTRAN AIRWAYS INC,0,0,118,VMC,TAKEOFF
SEA00IA019,11/11/1999,"PORTLAND, OR",United States,45.5051064,-122.6750261,,,Incident,Minor,N772AS,Boeing,737,SCHD,ALASKA AIRLINES,0,0,145,UNK,CLIMB
ANC00IA010,11/02/1999,"JUNEAU, AK",United States,58.3019444,-134.4197221,PAJN,JUNEAU INTERNATIONAL,Incident,,N792AS,Boeing,737,SCHD,ALASKA AIRLINES,0,0,58,VMC,LANDING
WPR09IA065,12/24/2008,"Seattle, WA",United States,47.449722,-122.311667,SEA,Seattle-Tacoma International,Incident,,N516AS,Boeing,737,SCHD,Alaska Airlines,0,0,141,IMC,
ANC09IA015,12/20/2008,"Sitka, AK",United States,57.047222,-135.361667,PASI,Sitka,Incident,,N771AS,Boeing,737,SCHD,Alaska Airlines (DBA: Alaska Airlines),0,0,,VMC,STANDING
ENG08IA027,05/21/2008,"Miami, FL",United States,25.7616798,-80.1917902,,,Incident,Minor,EI-UPO,McDonnell Douglas,MD-11,SCHD,Alitalia Airlines (DBA: Alitalia),0,0,,,LANDING
IAD01LA110,11/26/2000,"Boston, MA",United States,42.3600825,-71.0588801,,,Non-Fatal,,EI-CRL,Boeing,767,SCHD,ALITALIA LINEE AEREE ITALIANE SPA,0,2,,,DESCENT
LAX97FA164,04/18/1997,"LAS VEGAS, NV",United States,36.1699412,-115.1398296,LAS,MC CARRAN INTERNATIONAL,Non-Fatal,,N313AW,Boeing,737,SCHD,AMERICA WEST AIRLINES,0,1,124,VMC,DESCENT
FTW97IA112,03/01/1997,"DENVER, CO",United States,39.7392358,-104.990251,DEN,DENVER INTERNATIONAL,Incident,Minor,N902AW,Boeing,757,SCHD,AMERICA WEST AIRLINES,0,0,101,VMC,TAXI
LAX99LA050,12/13/1998,"SACRAMENTO, CA",United States,38.5815719,-121.4943996,,,Non-Fatal,,N328AW,Boeing,737,SCHD,"AMERICA WEST AIRLINES, INC.",0,1,74,VMC,DESCENT
LAX95IA086,01/23/1995,"ALBUQUERQUE, NM",United States,35.0843859,-106.650422,ABQ,ALBUQUERQUE INT'L AIRPORT,Incident,,N155AW,Boeing,737,SCHD,"AMERICA WEST AIRLINES, INC.",0,0,37,VMC,TAKEOFF
LAX00LA146,04/02/2000,"DALLAS, TX",United States,32.7766642,-96.7969879,,,Non-Fatal,,N910AW,Boeing,757,SCHD,"AMERICA WEST AIRLINES, INC.",0,1,196,IMC,CRUISE
LAX99FA315,09/20/1999,"AGUA CALIENTE, AZ",United States,32.984798,-113.3247,,,Non-Fatal,,N904AW,Boeing,757,SCHD,"AMERICA WEST AIRLINES, INC.",0,2,173,IMC,DESCENT
LAX99LA322,07/24/1999,"PHOENIX, AZ",United States,33.4483771,-112.0740373,PHX,SKY HARBOR INTERNATIONAL,Non-Fatal,Substantial,N910AW,Boeing,757,SCHD,"AMERICA WEST AIRLINES, INC. (DBA: AMERICA WEST AIRLINES, INC.)",0,0,196,VMC,TAXI
ENG12IA010,02/08/2012,"Jamaica, NY",United States,40.702677,-73.7889689,JFK,John F. Kennedy International,Incident,,N360AA,Boeing,767,SCHD,American Airlines,0,0,210,,TAKEOFF
CEN10LA240,04/29/2010,"Fort Dodge, IA",United States,42.4974694,-94.1680158,,,Non-Fatal,,N320AA,Boeing,767,SCHD,American Airlines,0,1,172,,
DCA11FA050,01/03/2011,"Los Angeles, CA",United States,33.9425,-118.408056,LAX,Los Angeles,Non-Fatal,Substantial,N831NN,Boeing,737,SCHD,American Airlines,0,0,165,VMC,TAKEOFF
DCA01MA064,09/11/2001,"Arlington, VA",United States,38.8799697,-77.1067698,,,Fatal(64),Destroyed,N644AA,Boeing,757,SCHD,American Airlines,64,0,,,CRUISE
DCA01MA060,09/11/2001,"New York City, NY",United States,40.7127753,-74.0059728,,,Fatal(92),Destroyed,N334AA,Boeing,767,SCHD,American Airlines,92,0,,,CRUISE
ENG08IA011,01/30/2008,"West Palm Beach, FL",United States,26.683056,-80.095555,,,Incident,Minor,N624AA,Boeing,757,SCHD,AMERICAN AIRLINES COMMERCIAL FLIGHT OPERATIONS,0,0,140,VMC,
DCA04MA061,07/25/2004,"Miami, FL",United States,25.7616798,-80.1917902,,,Non-Fatal,,N797AN,Boeing,777,SCHD,AMERICAN AIRLINES INC,0,1,216,VMC,CRUISE
ERA11CA511,09/29/2011,"Miami, FL",United States,25.766667,-80.291666,MIA,Miami International,Non-Fatal,,N804NN,Boeing,737,SCHD,AMERICAN AIRLINES INC,0,1,165,VMC,DESCENT
DCA16CA009,10/21/2015,"Dallas, TX",United States,32.897222,-97.037777,DFW,Dallas / Ft Worth,Non-Fatal,,N183AN,Boeing,757,SCHD,AMERICAN AIRLINES INC,0,1,166,UNK,STANDING
DCA11IA015,12/29/2010,"Jackson Hole, WY",United States,43.4799291,-110.7624282,JAC,Jackson Hole Airport,Incident,,N668AA,Boeing,757,SCHD,AMERICAN AIRLINES INC,0,0,185,IMC,LANDING
DCA11FA004,10/26/2010,"Miami, FL",United States,25.7616798,-80.1917902,MIA,,Non-Fatal,Substantial,N626AA,Boeing,757,SCHD,AMERICAN AIRLINES INC,0,0,160,,CRUISE
DCA16CA050,12/12/2015,"Buenos Aires, Argentina",Argentina,0,0,,N/A,Non-Fatal,,N784AN,Boeing,777,SCHD,AMERICAN AIRLINES INC,0,1,12,UNK,
WPR11LA203,04/11/2011,,United States,35.893333,143.871667,NRT,Narita International Airport,Non-Fatal,,N766AN,Boeing,777,SCHD,AMERICAN AIRLINES INC,0,2,227,VMC,CLIMB
NYC01LA094A,04/09/2001,"Boston, MA",United States,42.364167,-71.005,BOS,GENERAL EDWARD LAWRENCE LOGAN,Non-Fatal,Minor,N328AA,Boeing,767,SCHD,AMERICAN AIRLINES INC (DBA: American Airlines Inc.),0,0,271,IMC,TAXI
IAD02LA007,10/29/2001,"Dulles, VA",United States,38.944444,-77.455556,IAD,Washington Dulles Int'l Arpt,Non-Fatal,,N640A,Boeing,757,SCHD,AMERICAN AIRLINES INC (DBA: American Airlines),0,1,148,VMC,STANDING
DFW07LA164,07/08/2007,"McAlester, OK",United States,34.8375,-95.770834,,,Non-Fatal,,N929AN,Boeing,737,SCHD,AMERICAN AIRLINES INC (DBA: American Airlines),0,1,101,VMC,CLIMB
LAX96LA222B,06/06/1996,"SAN FRANCISCO, CA",United States,37.7749295,-122.4194155,SFO,SAN FRANCISCO INTL,Non-Fatal,Minor,N335AA,Boeing,767,SCHD,"AMERICAN AIRLINES, INC.",0,0,220,VMC,TAXI
CEN11IA198,02/20/2011,"Southlake, TX",United States,32.896944,-97.038055,DFW,Dallas-Fort Worth Int'l.,Incident,Minor,N945AN,Boeing,737,SCHD,"American Airlines, Inc.",0,0,145,VMC,TAXI
LAX03LA193,06/12/2003,"Fort Worth, TX",United States,32.916667,-97.583333,DFW,Dallas/Fort Worth Internationa,Non-Fatal,,N451AA,McDonnell Douglas,MD-80,SCHD,"American Airlines, Inc. (DBA: American Airlines, Inc.)",0,2,132,VMC,DESCENT
CHI98LA269,07/22/1998,"PEOTONE, IL",United States,41.3322554,-87.7853217,,,Non-Fatal,,N335AA,Boeing,767,SCHD,"AMERICAN AIRLINES, INC. (DBA: AMERICAN AIRLINES)",0,1,135,UNK,CLIMB
CHI08IA292,09/22/2008,"Chicago, IL",United States,41.978611,-87.904722,ORD,O'Hare International Airport,Incident,Minor,N197AN,Boeing,757,SCHD,"American Airlines, Inc. (DBA: American Airlines)",0,0,192,,CRUISE
NYC99LA235,01/13/1999,"NEW YORK, NY",United States,40.7127753,-74.0059728,LGA,LA GUARDIA,Non-Fatal,,N785AT,Boeing,727,SCHD,AMERICAN TRANS AIR,0,1,160,VMC,STANDING
NYC01LA023B,10/23/2000,"NEW YORK, NY",United States,40.7127753,-74.0059728,LGA,LA GUARDIA,Non-Fatal,Minor,N786AT,Boeing,727,SCHD,AMERICAN TRANS AIR,0,0,81,VMC,TAXI
CHI00FA244,08/16/2000,"CHICAGO, IL",United States,41.8781136,-87.6297982,MDW,CHICAGO MIDWAY,Non-Fatal,Substantial,N764AT,Boeing,727,SCHD,AMERICAN TRANS AIR,0,0,105,VMC,TAXI
MIA95LA196,08/05/1995,"ORLANDO, FL",United States,28.5383355,-81.3792365,MCO,ORLANDO INTERNATIONAL,Non-Fatal,Substantial,N764AT,Boeing,727,SCHD,AMERICAN TRANS AIR,0,0,165,VMC,TAXI
CHI02LA128,05/11/2002,"Chicago, IL",United States,41.785833,-87.752222,MDW,Chicago Midway,Non-Fatal,Substantial,N552TZ,Boeing,757,SCHD,American Trans Air (DBA: American Trans Air),0,0,92,VMC,TAXI
CHI96IA157,05/12/1996,"INDIANAPOLIS, IN",United States,39.768403,-86.158068,,,Incident,,N775AT,Boeing,727,SCHD,AMERICAN TRANS AIR (DBA: ATA),0,0,101,VMC,CRUISE
CHI03IA055,01/16/2003,"Indianapolis, IN",United States,39.717223,-86.294444,IND,INDIANAPOLIS INTL,Incident,Minor,N303TZ,Boeing,737,SCHD,AMERICAN TRANS AIR INC,0,0,79,IMC,TAXI
CHI05LA238,08/20/2005,"Chicago, IL",United States,41.7875,-87.754167,MDW,CHICAGO MIDWAY,Non-Fatal,Substantial,N557TZ,Boeing,757,SCHD,AMERICAN TRANS AIR INC,0,0,171,VMC,TAXI
CHI08IA065,01/08/2008,"Lincoln, NE",United States,40.851389,-96.765278,LNK,LINCOLN MUNI,Incident,,N733TW,Boeing,737,NSCH,"Ameristar Air Cargo, Inc.",0,0,38,VMC,
NYC99LA029,11/30/1998,"JAMAICA, NY",United States,40.702677,-73.7889689,JFK,JOHN F KENNEDY INTL,Non-Fatal,Substantial,HL***,Boeing,747,SCHD,ASIANA AIRLINES,0,0,4,VMC,TAXI
DCA13MA120,07/06/2013,"San Francisco, CA",United States,37.613333,-122.363889,SFO,San Francisco International,Fatal(3),Destroyed,HL7742,Boeing,777,SCHD,Asiana Airlines,3,50,117,VMC,APPROACH
ANC99FA012A,11/11/1998,"ANCHORAGE, AK",United States,61.2180556,-149.9002778,ANC,ANCHORAGE INTERNATIONAL,Non-Fatal,Substantial,HL741,Boeing,747,SCHD,ASIANA AIRLINES (DBA: ASIANA),0,0,249,IMC,TAXI
MIA97IA147,04/19/1997,"MIAMI, FL",United States,25.7616798,-80.1917902,,,Incident,Minor,N639FE,Boeing,747,SCHD,ATLAS AIR,0,0,3,VMC,CRUISE
CEN11LA099A,12/04/2010,"Chicago, IL",United States,41.981389,-87.906667,ORD,Chicago O'Hare IAP,Non-Fatal,Minor,N499MC,Boeing,747,NSCH,ATLAS AIR INC,0,0,37,VMC,TAXI
DCA10FA090,08/16/2010,"Dulles, VA",United States,38.9624899,-77.4380485,KIAD,Washington Dulles Internationa,Non-Fatal,,G-BNWU,Boeing,767,SCHD,BRITISH AIRWAYS,0,1,193,VMC,APPROACH
DCA15CA136,05/27/2015,"Windsor Locks, CT",United States,41.931667,-72.733056,,N/A,Non-Fatal,,G-VIIY,Boeing,777,SCHD,BRITISH AIRWAYS,0,1,197,VMC,DESCENT
DCA04IA066,08/11/2004,"Houston, TX",United States,29.7604267,-95.3698028,IAH,HOUSTON INTERCONTINENTAL,Incident,Minor,G-VIID,Boeing,777,SCHD,British Airways,0,0,129,VMC,TAKEOFF
DCA10IA006,11/04/2009,"Dulles International Airport, VA",United States,38.9475,-77.46,IAD,Dulles International Airport,Incident,Minor,G-BNWY,Boeing,767,SCHD,British Airways PLC (DBA: Brithish Airways),0,0,,VMC,TAXI
LAX05LA218,06/27/2005,"San Diego, CA",United States,32.733611,-117.189722,SAN,San Diego International,Non-Fatal,Substantial,N357KP,Boeing,727,NSCH,Capital Cargo International (DBA: Capital Cargo),0,0,3,VMC,STANDING
MIA95LA218,09/06/1995,"MIAMI, FL",United States,25.7616798,-80.1917902,MIA,MIAMI INTERNATIONAL,Non-Fatal,Substantial,N405KW,Boeing,737,SCHD,"CARNIVAL AIR LINES, INC.",0,0,78,VMC,TAXI
MIA95IA238,09/26/1995,"FORT LAUDERDALE, FL",United States,26.1224386,-80.1373174,FLL,FT. LAUDERDALE-HOLLYWOOD,Incident,,N404KW,Boeing,737,SCHD,CARNIVAL AIRLINES,0,0,162,VMC,TAKEOFF
ENG13IA016,02/25/2013,"Dallas, TX",United States,32.901944,-97.041944,,N/A,Incident,Minor,B18701,Boeing,747,SCHD,China Airlines,0,0,3,UNK,TAXI
ENG13IA027,05/19/2013,"Atlanta, GA",United States,33.640833,-84.427778,ATL,HARTSFIELD - JACKSON ATLANTA I,Incident,Minor,B18701,Boeing,747,SCHD,China Airlines Ltd.,0,0,3,VMC,APPROACH
NYC99IA024,11/06/1998,"NEWARK, NJ",United States,40.735657,-74.1723667,EWR,NEWARK INTL,Incident,Minor,N12318,Boeing,737,SCHD,CONTINENTAL AIR LINES,0,0,110,VMC,LANDING
MIA95IA134,05/19/1995,"BROOKSVILLE, FL",United States,28.5552719,-82.3878709,,,Incident,,N76752,Boeing,727,SCHD,CONTINENTAL AIRLINES,0,1,130,VMC,CRUISE
MIA95LA133,05/19/1995,"TALLAHASSEE, FL",United States,30.4382559,-84.2807329,,,Non-Fatal,,N60312,Boeing,737,SCHD,CONTINENTAL AIRLINES,0,1,94,VMC,CRUISE
SEA97IA219,09/27/1997,"SEATTLE, WA",United States,47.6062095,-122.3320708,SEA,SEATTLE-TACOMA INTL,Incident,,N13331,Boeing,737,SCHD,CONTINENTAL AIRLINES,0,0,134,VMC,TAKEOFF
ENG09IA018,09/17/2009,"Newark, NJ",United States,40.735657,-74.1723667,EWR,Newark Liberty Airport,Incident,Minor,N66051,Boeing,767,SCHD,Continental Airlines,0,0,235,VMC,STANDING
MIA99FA252,09/12/1999,"WEST PALM BEACH, FL",United States,26.7153424,-80.0533746,,,Non-Fatal,Substantial,N17356,Boeing,737,SCHD,CONTINENTAL AIRLINES (DBA: CONTINENTAL AIRLINES),0,0,89,VMC,CLIMB
DFW06FA056,01/16/2006,"El Paso, TX",United States,31.8,-106.383333,KELP,El Paso International Airport,Fatal(1),Minor,N32626,Boeing,737,SCHD,Continental Airlines (DBA: Continental Airlines),1,0,119,VMC,STANDING
DCA11FA052,05/06/2011,"Greenville, MS",United States,33.469167,-90.983611,GLH,Mid Delta Regional Airport,Non-Fatal,Substantial,N12221,Boeing,737,NSCH,CONTINENTAL AIRLINES INC,0,0,2,,TAXI
DCA09MA021,12/20/2008,"Denver, CO",United States,39.7392358,-104.990251,KDEN,Denver International Airport,Non-Fatal,Substantial,N18611,Boeing,737,SCHD,CONTINENTAL AIRLINES INC,0,6,68,VMC,TAKEOFF
NYC06IA207,08/21/2006,"Newark, NJ",United States,40.6925,-74.168611,EWR,Newark Liberty,Incident,Minor,N14655,Boeing,737,SCHD,CONTINENTAL AIRLINES INC,0,0,1,VMC,TAXI
IAD05LA118A,08/08/2005,"Newark, NJ",United States,40.7,-74.172223,EWR,Newark Liberty International,Non-Fatal,Substantial,N73270,Boeing,737,SCHD,CONTINENTAL AIRLINES INC,0,0,205,VMC,TAXI
NYC07IA015,10/28/2006,"Newark, NJ",United States,40.6925,-74.168611,EWR,Newark International Airport,Incident,,N17105,Boeing,757,SCHD,CONTINENTAL AIRLINES INC,0,0,154,VMC,LANDING
DCA09IA071,08/03/2009,"Bavaro, Dominican Republic",Dominican Republic,19.736944,-68.554167,,,Incident,,N76156,Boeing,767,SCHD,CONTINENTAL AIRLINES INC,0,0,146,VMC,CRUISE
NYC05FA054,03/02/2005,"Newark, NJ",United States,40.698611,-74.17,EWR,Newark International Airport,Non-Fatal,Substantial,N78008,Boeing,777,SCHD,CONTINENTAL AIRLINES INC,0,0,214,VMC,TAKEOFF
DFW08IA087,03/27/2008,"Houston, TX",United States,30.007222,-95.313611,KIAH,George Bush Intercontinental,Incident,Minor,N23661,Boeing,737,SCHD,Continental Airlines Inc (DBA: Continental Airlines),0,0,118,VMC,LANDING
FTW01IA183B,08/16/2001,"DFW Airport, TX",United States,32.896389,-97.0375,DFW,Dallas/Fort Worth Int'l,Incident,,N33635,Boeing,737,SCHD,Continental Airlines Inc (DBA: Continental Airlines),0,0,190,VMC,TAXI
CEN09LA256,04/18/2009,"McAllen, TX",United States,26.172223,-98.236389,KMFE,McAllen Miller International,Non-Fatal,,N27722,Boeing,737,SCHD,CONTINENTAL AIRLINES INC (DBA: Continental Airlines),0,1,105,VMC,DESCENT
IAD99FA052,07/08/1999,ATLANTIC OCEAN,,-14.5994134,-28.6731465,,,Non-Fatal,Minor,N12221,Boeing,737,SCHD,"CONTINENTAL AIRLINES, INC (DBA: CONTINENTAL AIRLINES)",0,1,89,VMC,CRUISE
MIA99FA005,10/07/1998,"MIAMI, FL",United States,25.7616798,-80.1917902,MIA,MIAMI INTERNATIONAL,Non-Fatal,Substantial,N66734,Boeing,727,SCHD,"CONTINENTAL AIRLINES, INC.",0,0,81,VMC,TAKEOFF
NYC99LA076,03/17/1999,"NEWARK, NJ",United States,40.735657,-74.1723667,EWR,NEWARK INTL AIRPORT,Non-Fatal,,N17321,Boeing,737,SCHD,"CONTINENTAL AIRLINES, INC.",0,1,108,VMC,STANDING
FTW97IA187,05/11/1997,"CORPUS CHRISTI, TX",United States,27.8005828,-97.396381,NGW,CABANISS FIELD,Incident,,N16618,Boeing,737,SCHD,"CONTINENTAL AIRLINES, INC.",0,0,59,VMC,LANDING
DEN05IA098,06/19/2005,"Salt Lake City, UT",United States,47.303333,-111.973334,SLC,Salt Lake City International,Incident,Minor,N24633,Boeing,737,SCHD,"Continental Airlines, Inc.",0,0,104,VMC,TAXI
DFW06IA025B,12/15/2005,"Houston, TX",United States,29.984444,-95.341389,IAH,Houston Intercontinental,Incident,Minor,N32404,Boeing,737,SCHD,"Continental Airlines, Inc.",0,0,176,VMC,STANDING
DEN07IA037,12/15/2006,"Colorado Spring, CO",United States,38.809167,-104.700833,COS,Colorado Springs Municipal,Incident,Minor,N24202,Boeing,737,SCHD,"Continental Airlines, Inc. (DBA: Commercial Service)",0,0,159,VMC,CRUISE
FTW04LA225,08/30/2004,"El Paso, TX",United States,31.806667,-106.377778,ELP,EL PASO INTL,Non-Fatal,Substantial,N742RW,Boeing,727,NSCH,CUSTOM AIR TRANSPORT INC,0,0,3,VMC,APPROACH
ATL96LA028,12/29/1995,"ATLANTA, GA",United States,33.7489954,-84.3879824,ATL,HARTSFIELD INTERNATIONAL,Non-Fatal,Substantial,N306DL,Boeing,737,SCHD,DELTA AIR LINES,0,0,58,VMC,STANDING
SEA96IA131,06/19/1996,"SALT LAKE CITY, UT",United States,40.7607793,-111.8910474,SLC,SALT LAKE CITY INTL,Incident,Minor,N136DL,Boeing,767,SCHD,DELTA AIR LINES,0,0,186,VMC,TAXI
SEA96LA062,02/20/1996,"PORTLAND, OR",United States,45.5051064,-122.6750261,PDX,PORTLAND INTERNATIONAL,Non-Fatal,,N125DL,Boeing,767,SCHD,DELTA AIR LINES,0,1,139,VMC,TAXI
DCA12CA045,02/26/2012,"Angers, France",France,47.473611,-0.554167,,N/A,Non-Fatal,,N829MH,Boeing,767,SCHD,Delta Air Lines,0,1,146,UNK,CRUISE
ENG09IA002,01/02/2009,"Atlanta, GA",United States,33.7489954,-84.3879824,KATL,Atlanta International Airport,Incident,Minor,N864DA,Boeing,777,SCHD,Delta Air Lines,0,0,257,,TAKEOFF
DCA09IA014,11/26/2008,"Bozeman, MT",United States,45.6769979,-111.0429339,KBZN,Bozeman,Incident,,N862DA,Boeing,777,SCHD,Delta Air Lines,0,0,263,VMC,
DCA14CA090,03/04/2014,"San Diego, CA",United States,32.735,-117.189722,SAN,San Diego International,Non-Fatal,,N809DN,Boeing,737,SCHD,Delta Air Lines,0,1,186,VMC,STANDING
WPR11LA149,02/27/2011,"Naches, WA",United States,46.811389,-120.951944,,,Non-Fatal,,N684DA,Boeing,757,SCHD,Delta Air Lines,0,1,188,VMC,DESCENT
ENG14IA019,07/11/2014,"Los Angeles, CA",United States,33.941666,-118.408333,LAX,LOS ANGELES INTL,Incident,Minor,N139DL,Boeing,767,SCHD,Delta Air Lines,0,0,208,UNK,TAKEOFF
DCA11CA084B,07/14/2011,"Boston, MA",United States,42.353333,-71.014444,BOS,GENERAL EDWARD LAWRENCE LOGAN,Non-Fatal,Minor,N185DN,Boeing,767,SCHD,Delta Air Lines,0,0,291,VMC,TAXI
MIA99IA046,12/15/1998,"ORLANDO, FL",United States,28.5383355,-81.3792365,MCO,ORLANDO INTERNATIONAL,Incident,Minor,N327DL,Boeing,737,SCHD,DELTA AIR LINES INC,0,0,56,VMC,APPROACH
ENG10IA038,06/16/2010,"Athens, Greece",Greece,37.9838096,23.7275388,LGAV,Eleftherios Venizelos Internat,Incident,Minor,N196DN,Boeing,767,SCHD,DELTA AIR LINES INC,0,0,2,,STANDING
DCA15CA145,06/30/2015,"Salt Lake City, UT",United States,0,0,,N/A,Non-Fatal,,N396DA,Boeing,737,SCHD,DELTA AIR LINES INC,0,1,,UNK,
CEN12LA166,02/18/2012,"Detroit, MI",United States,42.331427,-83.0457538,,,Non-Fatal,,N374DA,Boeing,737,SCHD,DELTA AIR LINES INC,0,1,132,,APPROACH
ERA11CA296B,05/12/2011,"Atlanta, GA",United States,33.636666,-84.428056,ATL,Hartsfield - Jackson Atlanta,Non-Fatal,Substantial,N378DA,Boeing,737,SCHD,DELTA AIR LINES INC,0,0,298,VMC,TAXI
WPR09FA068B,12/28/2008,"Seattle, WA",United States,47.449722,-122.311667,SEA,Seattle-Tacoma Int. Airport,Non-Fatal,Substantial,N397DA,Boeing,737,SCHD,DELTA AIR LINES INC,0,0,352,VMC,TAXI
